hero1,hero2
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,HAWK
DR. STRANGE/STEPHEN ,"FURY, COL. NICHOLAS "
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
DR. STRANGE/STEPHEN ,IRON MAN/TONY STARK 
DR. STRANGE/STEPHEN ,CAPTAIN AMERICA
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,HAWK
IRON MAN/TONY STARK ,"FURY, COL. NICHOLAS "
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,HAWK
SPIDER-MAN/PETER PAR,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ",HAWK
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
HAWK,IRON MAN/TONY STARK 
HAWK,"STANE, OBADIAH"
"STANE, OBADIAH",IRON MAN/TONY STARK 
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,HAWK
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
WONG,CAPTAIN AMERICA
WONG,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
"FURY, COL. NICHOLAS ","BANNER, BETTY ROSS T"
"BANNER, BETTY ROSS T",IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,HAWK
HAWK,SCARLET WITCH/WANDA 
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
HAWK,BLACK WIDOW/NATASHA 
HAWK,SCARLET WITCH/WANDA 
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,BLACK WIDOW/NATASHA 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,BLACK WIDOW/NATASHA 
WASP/JANET VAN DYNE ,VISION 
VISION ,ANT-MAN/DR. HENRY J.
VISION ,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,VISION 
VISION ,BLACK WIDOW/NATASHA 
VISION ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA 
SPIDER-MAN/PETER PAR,DR. STRANGE/STEPHEN 
SPIDER-MAN/PETER PAR,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
WONG,DR. STRANGE/STEPHEN 
WONG,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
WONG,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,WONG
DR. STRANGE/STEPHEN ,WONG
DR. STRANGE/STEPHEN ,WONG
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,HAWK
HAWK,SPIDER-MAN/PETER PAR
HAWK,CAPTAIN AMERICA
HAWK,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
DR. STRANGE/STEPHEN ,ANCIENT ONE
ANT-MAN/DR. HENRY J.,VISION 
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,"STANE, OBADIAH"
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,VISION 
VISION ,"STANE, OBADIAH"
VISION ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,"STANE, OBADIAH"
HAWK,ANT-MAN/DR. HENRY J.
HAWK,"STANE, OBADIAH"
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,"STANE, OBADIAH"
"STANE, OBADIAH",ANT-MAN/DR. HENRY J.
HAWK,IRON MAN/TONY STARK 
HAWK,"STANE, OBADIAH"
"STANE, OBADIAH",IRON MAN/TONY STARK 
"STANE, OBADIAH",IRON MAN/TONY STARK 
"STANE, OBADIAH",IRON MAN/TONY STARK 
BLACK PANTHER/T'CHAL,HAWK
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,VISION 
VISION ,HAWK
VISION ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,HAWK
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,HAWK
HAWK,VISION 
HAWK,SCARLET WITCH/WANDA 
HAWK,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,VISION 
WHIPLASH/MARK SCARLO,IRON MAN/TONY STARK 
SPIDER-MAN/PETER PAR,VULTURE/ADRIAN TOOME
THANOS,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,VULTURE/ADRIAN TOOME
DRAX/ARTHUR DOUGLAS,THANOS
NEBULA,THANOS
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,VISION 
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,HAWK
HAWK,CAPTAIN AMERICA
HAWK,VISION 
HAWK,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,VISION 
VISION ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,NEBULA
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,HAWK
HAWK,ANT-MAN/DR. HENRY J.
HAWK,CAPTAIN AMERICA
HAWK,WASP/JANET VAN DYNE 
HAWK,NEBULA
HAWK,VISION 
VISION ,ANT-MAN/DR. HENRY J.
VISION ,CAPTAIN AMERICA
VISION ,WASP/JANET VAN DYNE 
VISION ,NEBULA
NEBULA,ANT-MAN/DR. HENRY J.
NEBULA,CAPTAIN AMERICA
NEBULA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
VISION ,SCARLET WITCH/WANDA 
VISION ,CAPTAIN AMERICA
VISION ,BLACK PANTHER/T'CHAL
VISION ,ANT-MAN/DR. HENRY J.
VISION ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
RED SKULL/JOHANN SCH,CAPTAIN AMERICA
RED SKULL/JOHANN SCH,HAWK
RED SKULL/JOHANN SCH,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,HAWK
HAWK,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,DR. STRANGE/STEPHEN 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,IRON MAN/TONY STARK 
DR. STRANGE/STEPHEN ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
"FURY, COL. NICHOLAS ",BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
SPIDER-MAN/PETER PAR,DR. STRANGE/STEPHEN 
SPIDER-MAN/PETER PAR,WASP/JANET VAN DYNE 
SPIDER-MAN/PETER PAR,IRON MAN/TONY STARK 
SPIDER-MAN/PETER PAR,CAPTAIN AMERICA
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,DR. STRANGE/STEPHEN 
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,DR. STRANGE/STEPHEN 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,THOR/DR. DONALD BLAK
SPIDER-MAN/PETER PAR,VULTURE/ADRIAN TOOME
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
FALCON/SAM WILSON,"CARTER, SHARON"
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ","CARTER, SHARON"
"FURY, COL. NICHOLAS ",CAPTAIN AMERICA
CAPTAIN AMERICA,"CARTER, SHARON"
CAPTAIN AMERICA,"CARTER, SHARON"
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,FALCON/SAM WILSON
FALCON/SAM WILSON,"CARTER, SHARON"
FALCON/SAM WILSON,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ","CARTER, SHARON"
"FURY, COL. NICHOLAS ",CAPTAIN AMERICA
"FURY, COL. NICHOLAS ",FALCON/SAM WILSON
"FURY, COL. NICHOLAS ","CARTER, SHARON"
"CARTER, SHARON",CAPTAIN AMERICA
"CARTER, SHARON",FALCON/SAM WILSON
FALCON/SAM WILSON,CAPTAIN AMERICA
CAPTAIN AMERICA,"CARTER, SHARON"
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,"CARTER, SHARON"
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,"CARTER, SHARON"
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,"CARTER, SHARON"
CAPTAIN AMERICA,"CARTER, SHARON"
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,DR. STRANGE/STEPHEN 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA,THOR/DR. DONALD BLAK
CAPTAIN MARVEL/CAPTA,SPIDER-MAN/PETER PAR
CAPTAIN MARVEL/CAPTA,IRON MAN/TONY STARK 
CAPTAIN MARVEL/CAPTA,DR. STRANGE/STEPHEN 
CAPTAIN MARVEL/CAPTA,ANT-MAN/DR. HENRY J.
CAPTAIN MARVEL/CAPTA,VISION 
CAPTAIN MARVEL/CAPTA,SCARLET WITCH/WANDA 
CAPTAIN MARVEL/CAPTA,HAWK
CAPTAIN MARVEL/CAPTA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,DR. STRANGE/STEPHEN 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,HAWK
HAWK,THOR/DR. DONALD BLAK
HAWK,SPIDER-MAN/PETER PAR
HAWK,IRON MAN/TONY STARK 
HAWK,DR. STRANGE/STEPHEN 
HAWK,ANT-MAN/DR. HENRY J.
HAWK,VISION 
HAWK,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,SPIDER-MAN/PETER PAR
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,DR. STRANGE/STEPHEN 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,VISION 
VISION ,THOR/DR. DONALD BLAK
VISION ,SPIDER-MAN/PETER PAR
VISION ,IRON MAN/TONY STARK 
VISION ,DR. STRANGE/STEPHEN 
VISION ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,SPIDER-MAN/PETER PAR
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,THOR/DR. DONALD BLAK
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
DR. STRANGE/STEPHEN ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,"FURY, COL. NICHOLAS "
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,"FURY, COL. NICHOLAS "
ANT-MAN/DR. HENRY J.,VISION 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,"FURY, COL. NICHOLAS "
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,"FURY, COL. NICHOLAS "
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,"FURY, COL. NICHOLAS "
IRON MAN/TONY STARK ,VISION 
VISION ,"FURY, COL. NICHOLAS "
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,VISION 
VISION ,CAPTAIN AMERICA
VISION ,WASP/JANET VAN DYNE 
VISION ,IRON MAN/TONY STARK 
VISION ,ANT-MAN/DR. HENRY J.
VISION ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,VISION 
VISION ,ANT-MAN/DR. HENRY J.
VISION ,THOR/DR. DONALD BLAK
VISION ,IRON MAN/TONY STARK 
VISION ,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,ANT-MAN/DR. HENRY J.
BLACK PANTHER/T'CHAL,THOR/DR. DONALD BLAK
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,WASP/JANET VAN DYNE 
BLACK PANTHER/T'CHAL,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,BLACK WIDOW/NATASHA 
HAWK,ANT-MAN/DR. HENRY J.
HAWK,BLACK PANTHER/T'CHAL
HAWK,THOR/DR. DONALD BLAK
HAWK,CAPTAIN AMERICA
HAWK,WASP/JANET VAN DYNE 
HAWK,SCARLET WITCH/WANDA 
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,ANT-MAN/DR. HENRY J.
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,ANT-MAN/DR. HENRY J.
VISION ,HAWK
VISION ,SCARLET WITCH/WANDA 
VISION ,CAPTAIN AMERICA
VISION ,IRON MAN/TONY STARK 
VISION ,BLACK PANTHER/T'CHAL
VISION ,WASP/JANET VAN DYNE 
VISION ,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,HAWK
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,HAWK
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,HAWK
ANT-MAN/DR. HENRY J.,VISION 
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,BLACK PANTHER/T'CHAL
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,VISION 
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,BLACK PANTHER/T'CHAL
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,VISION 
BLACK PANTHER/T'CHAL,WASP/JANET VAN DYNE 
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,VISION 
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,HELA [ASGARDIAN]
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],HELA [ASGARDIAN]
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],HELA [ASGARDIAN]
HEIMDALL [ASGARDIAN],ODIN [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
HEIMDALL [ASGARDIAN],LOKI [ASGARDIAN]
LOKI [ASGARDIAN],ODIN [ASGARDIAN]
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
